FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
132340		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P15 first reported (other birth injuries)	Date
132341		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P15 (other birth injuries)	Categorical single
132342		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P20 first reported (intra-uterine hypoxia)	Date
132343		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P20 (intra-uterine hypoxia)	Categorical single
132344		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P21 first reported (birth asphyxia)	Date
132345		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P21 (birth asphyxia)	Categorical single
132346		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P22 first reported (respiratory distress of newborn)	Date
132347		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P22 (respiratory distress of newborn)	Categorical single
132348		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P23 first reported (congenital pneumonia)	Date
132349		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P23 (congenital pneumonia)	Categorical single
132350		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P24 first reported (neonatal aspiration syndromes)	Date
132351		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P24 (neonatal aspiration syndromes)	Categorical single
132352		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P25 first reported (interstitial emphysema and related conditions originating in the perinatal period)	Date
132353		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P25 (interstitial emphysema and related conditions originating in the perinatal period)	Categorical single
132354		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P26 first reported (pulmonary haemorrhage originating in the perinatal period)	Date
132355		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P26 (pulmonary haemorrhage originating in the perinatal period)	Categorical single
132356		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P27 first reported (chronic respiratory disease originating in the perinatal period)	Date
132357		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P27 (chronic respiratory disease originating in the perinatal period)	Categorical single
132358		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P28 first reported (other respiratory conditions originating in the perinatal period)	Date
132359		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P28 (other respiratory conditions originating in the perinatal period)	Categorical single
132360		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P29 first reported (cardiovascular disorders originating in the perinatal period)	Date
132361		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P29 (cardiovascular disorders originating in the perinatal period)	Categorical single
132362		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P35 first reported (congenital viral diseases)	Date
132363		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P35 (congenital viral diseases)	Categorical single
132364		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P36 first reported (bacterial sepsis of newborn)	Date
132365		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P36 (bacterial sepsis of newborn)	Categorical single
132366		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P37 first reported (other congenital infectious and parasitic diseases)	Date
132367		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P37 (other congenital infectious and parasitic diseases)	Categorical single
132368		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P38 first reported (omphalitis of newborn with or without mild haemorrhage)	Date
132369		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P38 (omphalitis of newborn with or without mild haemorrhage)	Categorical single
132370		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P39 first reported (other infections specific to the perinatal period)	Date
132371		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P39 (other infections specific to the perinatal period)	Categorical single
132372		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P50 first reported (foetal blood loss)	Date
132373		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P50 (foetal blood loss)	Categorical single
132374		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P51 first reported (umbilical haemorrhage of newborn)	Date
132375		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P51 (umbilical haemorrhage of newborn)	Categorical single
132376		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P52 first reported (intracranial nontraumatic haemorrhage of foetus and newborn)	Date
132377		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P52 (intracranial nontraumatic haemorrhage of foetus and newborn)	Categorical single
132378		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P53 first reported (haemorrhagic disease of foetus and newborn)	Date
132379		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P53 (haemorrhagic disease of foetus and newborn)	Categorical single
132380		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P54 first reported (other neonatal haemorrhages)	Date
132381		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P54 (other neonatal haemorrhages)	Categorical single
132382		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P55 first reported (haemolytic disease of foetus and newborn)	Date
132383		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P55 (haemolytic disease of foetus and newborn)	Categorical single
132388		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P58 first reported (neonatal jaundice due to other excessive haemolysis)	Date
132389		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P58 (neonatal jaundice due to other excessive haemolysis)	Categorical single
132390		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P59 first reported (neonatal jaundice from other and unspecified causes)	Date
132391		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P59 (neonatal jaundice from other and unspecified causes)	Categorical single
132394		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P61 first reported (other perinatal haematological disorders)	Date
132395		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P61 (other perinatal haematological disorders)	Categorical single
132396		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P70 first reported (transitory disorders of carbohydrate metabolism specific to foetus and newborn)	Date
132397		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P70 (transitory disorders of carbohydrate metabolism specific to foetus and newborn)	Categorical single
132398		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P71 first reported (transitory neonatal disorders of calcium and magnesium metabolism)	Date
132399		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P71 (transitory neonatal disorders of calcium and magnesium metabolism)	Categorical single
132410		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P78 first reported (other perinatal digestive system disorders)	Date
132411		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P78 (other perinatal digestive system disorders)	Categorical single
132416		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P83 first reported (other conditions of integument specific to foetus and newborn)	Date
132417		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P83 (other conditions of integument specific to foetus and newborn)	Categorical single
132420		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P91 first reported (other disturbances of cerebral status of newborn)	Date
132421		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P91 (other disturbances of cerebral status of newborn)	Categorical single
132422		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P92 first reported (feeding problems of newborn)	Date
132423		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P92 (feeding problems of newborn)	Categorical single
132426		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P94 first reported (disorders of muscle tone of newborn)	Date
132427		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P94 (disorders of muscle tone of newborn)	Categorical single
132428		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P95 first reported (foetal death of unspecified cause)	Date
132429		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P95 (foetal death of unspecified cause)	Categorical single
132430		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Date P96 first reported (other conditions originating in the perinatal period)	Date
132431		YES-PROCESSING					Health-related outcomes > First occurrences > Certain conditions originating in the perinatal period	2416	Source of report of P96 (other conditions originating in the perinatal period)	Categorical single
132432		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q00 first reported (anencephaly and similar malformations)	Date
132433		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q00 (anencephaly and similar malformations)	Categorical single
132434		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q01 first reported (encephalocele)	Date
132435		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q01 (encephalocele)	Categorical single
132436		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q02 first reported (microcephaly)	Date
132437		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q02 (microcephaly)	Categorical single
132438		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q03 first reported (congenital hydrocephalus)	Date
132439		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q03 (congenital hydrocephalus)	Categorical single
132440		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q04 first reported (other congenital malformations of brain)	Date
132441		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q04 (other congenital malformations of brain)	Categorical single
132442		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q05 first reported (spina bifida)	Date
132443		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q05 (spina bifida)	Categorical single
132444		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q06 first reported (other congenital malformations of spinal cord)	Date
132445		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q06 (other congenital malformations of spinal cord)	Categorical single
132446		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q07 first reported (other congenital malformations of nervous system)	Date
132447		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q07 (other congenital malformations of nervous system)	Categorical single
132448		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Date Q10 first reported (congenital malformations of eyelid, lachrymal apparatus and orbit)"	Date
132449		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Source of report of Q10 (congenital malformations of eyelid, lachrymal apparatus and orbit)"	Categorical single
132450		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Date Q11 first reported (anophthalmos, microphthalmos and macrophthalmos)"	Date
132451		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Source of report of Q11 (anophthalmos, microphthalmos and macrophthalmos)"	Categorical single
132452		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q12 first reported (congenital lens malformations)	Date
132453		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q12 (congenital lens malformations)	Categorical single
132454		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q13 first reported (congenital malformations of anterior segment of eye)	Date
132455		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q13 (congenital malformations of anterior segment of eye)	Categorical single
132456		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q14 first reported (congenital malformations of posterior segment of eye)	Date
132457		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q14 (congenital malformations of posterior segment of eye)	Categorical single
132458		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q15 first reported (other congenital malformations of eye)	Date
132459		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q15 (other congenital malformations of eye)	Categorical single
132460		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q16 first reported (congenital malformations of ear causing impairment of hearing)	Date
132461		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q16 (congenital malformations of ear causing impairment of hearing)	Categorical single
132462		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q17 first reported (other congenital malformations of ear)	Date
132463		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q17 (other congenital malformations of ear)	Categorical single
132464		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q18 first reported (other congenital malformations of face and neck)	Date
132465		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q18 (other congenital malformations of face and neck)	Categorical single
132466		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q20 first reported (congenital malformations of cardiac chambers and connexions)	Date
132467		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q20 (congenital malformations of cardiac chambers and connexions)	Categorical single
132468		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q21 first reported (congenital malformations of cardiac septa)	Date
132469		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q21 (congenital malformations of cardiac septa)	Categorical single
132470		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q22 first reported (congenital malformations of pulmonary and tricuspid valves)	Date
132471		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q22 (congenital malformations of pulmonary and tricuspid valves)	Categorical single
132472		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q23 first reported (congenital malformations of aortic and mitral valves)	Date
132473		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q23 (congenital malformations of aortic and mitral valves)	Categorical single
132474		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q24 first reported (other congenital malformations of heart)	Date
132475		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q24 (other congenital malformations of heart)	Categorical single
132476		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q25 first reported (congenital malformations of great arteries)	Date
132477		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q25 (congenital malformations of great arteries)	Categorical single
132478		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q26 first reported (congenital malformations of great veins)	Date
132479		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q26 (congenital malformations of great veins)	Categorical single
132480		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q27 first reported (other congenital malformations of peripheral vascular system)	Date
132481		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q27 (other congenital malformations of peripheral vascular system)	Categorical single
132482		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q28 first reported (other congenital malformations of circulatory system)	Date
132483		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q28 (other congenital malformations of circulatory system)	Categorical single
132484		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q30 first reported (congenital malformations of nose)	Date
132485		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q30 (congenital malformations of nose)	Categorical single
132486		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q31 first reported (congenital malformations of larynx)	Date
132487		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q31 (congenital malformations of larynx)	Categorical single
132488		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q32 first reported (congenital malformations of trachea and bronchus)	Date
132489		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q32 (congenital malformations of trachea and bronchus)	Categorical single
132490		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q33 first reported (congenital malformations of lung)	Date
132491		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q33 (congenital malformations of lung)	Categorical single
132492		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q34 first reported (other congenital malformations of respiratory system)	Date
132493		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q34 (other congenital malformations of respiratory system)	Categorical single
132494		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q35 first reported (cleft palate)	Date
132495		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q35 (cleft palate)	Categorical single
132496		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q36 first reported (cleft lip)	Date
132497		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q36 (cleft lip)	Categorical single
132498		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q37 first reported (cleft palate with cleft lip)	Date
132499		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q37 (cleft palate with cleft lip)	Categorical single
132500		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Date Q38 first reported (other congenital malformations of tongue, mouth and pharynx)"	Date
132501		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Source of report of Q38 (other congenital malformations of tongue, mouth and pharynx)"	Categorical single
132502		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q39 first reported (congenital malformations of oesophagus)	Date
132503		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q39 (congenital malformations of oesophagus)	Categorical single
132504		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q40 first reported (other congenital malformations of upper alimentary tract)	Date
132505		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q40 (other congenital malformations of upper alimentary tract)	Categorical single
132506		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Date Q41 first reported (congenital absence, atresia and stenosis of small intestine)"	Date
132507		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Source of report of Q41 (congenital absence, atresia and stenosis of small intestine)"	Categorical single
132508		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Date Q42 first reported (congenital absence, atresia and stenosis of large intestine)"	Date
132509		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Source of report of Q42 (congenital absence, atresia and stenosis of large intestine)"	Categorical single
132510		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q43 first reported (other congenital malformations of intestine)	Date
132511		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q43 (other congenital malformations of intestine)	Categorical single
132512		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Date Q44 first reported (congenital malformations of gallbladder, bile ducts and liver)"	Date
132513		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Source of report of Q44 (congenital malformations of gallbladder, bile ducts and liver)"	Categorical single
132514		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q45 first reported (other congenital malformations of digestive system)	Date
132515		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q45 (other congenital malformations of digestive system)	Categorical single
132516		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Date Q50 first reported (congenital malformations of ovaries, fallopian tubes and broad ligaments)"	Date
132517		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	"Source of report of Q50 (congenital malformations of ovaries, fallopian tubes and broad ligaments)"	Categorical single
132518		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q51 first reported (congenital malformations of uterus and cervix)	Date
132519		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q51 (congenital malformations of uterus and cervix)	Categorical single
132520		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q52 first reported (other congenital malformations of female genitalia)	Date
132521		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q52 (other congenital malformations of female genitalia)	Categorical single
132522		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q53 first reported (undescended testicle)	Date
132523		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q53 (undescended testicle)	Categorical single
132524		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q54 first reported (hypospadias)	Date
132525		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q54 (hypospadias)	Categorical single
132526		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q55 first reported (other congenital malformations of male genital organs)	Date
132527		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q55 (other congenital malformations of male genital organs)	Categorical single
132528		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q56 first reported (indeterminate sex and pseudohermaphroditism)	Date
132529		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q56 (indeterminate sex and pseudohermaphroditism)	Categorical single
132530		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q60 first reported (renal agenesis and other reduction defects of kidney)	Date
132531		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q60 (renal agenesis and other reduction defects of kidney)	Categorical single
132532		YES-PROCESSING			BINARY		Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Date Q61 first reported (cystic kidney disease)	Date
132533		YES-PROCESSING					Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities	2417	Source of report of Q61 (cystic kidney disease)	Categorical single
